지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면상태(지면상태코드),현상번호(국내식),지면온도(°C),FZ_flag
100,대관령,2006-01-01 10:00,-3.2,0.0,6.8,250,82.0,3.8,-6.4,920.8,1023.2,0.0,0.42,0.9,0.0,8.0,8.0,Sc,4.0,1000.0,,19,-3.5,0
100,대관령,2006-01-01 11:00,-3.6,0.0,7.6,250,88.0,3.8,-6.4,920.8,1023.2,0.0,0.31,0.9,0.0,8.0,8.0,Sc,4.0,1000.0,,19,-3.5,0
100,대관령,2006-01-01 12:00,-3.2,0.0,6.8,250,85.0,4.0,-5.8,919.4,1021.6,0.0,0.36,0.8,0.0,10.0,6.0,StAs,2.0,400.0,,19,-3.5,0
100,대관령,2006-01-01 13:00,-3.0,0.0,7.4,250,82.0,4.0,-5.8,919.4,1021.6,0.0,0.56,0.8,0.0,10.0,6.0,StAs,2.0,400.0,,19,-3.5,0
100,대관령,2006-01-01 14:00,-3.4,0.0,8.2,250,85.0,4.0,-5.8,919.4,1021.6,0.0,0.47,0.0,0.0,10.0,6.0,StAs,2.0,400.0,,19,-3.5,0
100,대관령,2006-01-01 15:00,-3.2,0.0,9.9,250,80.0,3.7,-6.6,917.4,1019.4,0.0,0.64,0.7,0.0,10.0,6.0,StAs,2.0,300.0,16,19,-1.8,0
100,대관령,2006-01-01 16:00,-3.2,0.0,9.9,250,80.0,3.7,-6.6,917.4,1019.4,0.0,0.64,0.7,0.0,10.0,6.0,StAs,2.0,300.0,,19,-1.8,0
100,대관령,2006-01-01 17:00,-3.8,0.0,9.9,250,85.0,3.7,-6.6,917.4,1019.4,0.0,0.15,0.0,0.0,10.0,6.0,StAs,2.0,300.0,,19,-1.8,0
100,대관령,2006-01-01 18:00,-4.0,0.0,7.9,250,82.0,3.6,-7.1,917.1,1019.3,0.0,0.01,0.7,0.0,10.0,6.0,StAs,2.0,300.0,,19,-1.8,0
100,대관령,2006-01-01 19:00,-4.1,0.0,9.2,250,82.0,3.6,-7.1,917.1,1019.3,0.0,0.0,0.0,0.0,10.0,6.0,StAs,2.0,300.0,,19,-1.8,0
100,대관령,2006-01-01 20:00,-4.1,0.0,8.7,250,84.0,3.6,-7.1,917.1,1019.3,0.0,0.0,0.0,0.0,10.0,6.0,StAs,2.0,300.0,,19,-1.8,0
100,대관령,2006-01-01 21:00,-4.3,0.0,8.3,250,84.0,3.6,-7.2,916.9,1019.3,0.0,0.0,0.7,0.0,10.0,6.0,StAs,2.0,120.0,16,19,-4.3,0
100,대관령,2006-01-01 22:00,-4.7,0.0,6.8,270,85.0,3.6,-7.2,916.9,1019.3,0.0,0.0,0.0,0.0,10.0,6.0,StAs,2.0,120.0,,19,-4.3,0
100,대관령,2006-01-01 23:00,-4.7,0.0,6.4,270,84.0,3.6,-7.2,916.9,1019.3,0.0,0.0,0.0,0.0,10.0,6.0,StAs,2.0,120.0,,19,-4.3,0
100,대관령,2006-01-02 0:00,-5.0,0.0,7.0,270,84.0,3.4,-7.9,917.6,1020.3,0.0,0.0,0.7,0.0,3.0,3.0,Sc,4.0,120.0,,19,-4.3,0
100,대관령,2006-01-02 1:00,-5.6,0.0,5.1,270,84.0,3.4,-7.9,917.6,1020.3,0.0,0.0,0.0,0.0,3.0,3.0,Sc,4.0,120.0,,19,-4.3,0
100,대관령,2006-01-02 2:00,-5.8,0.0,6.6,270,85.0,3.4,-7.9,917.6,1020.3,0.0,0.0,0.0,0.0,3.0,3.0,Sc,4.0,120.0,,19,-4.3,0
100,대관령,2006-01-02 3:00,-6.1,0.0,5.1,270,83.0,3.0,-9.3,917.3,1020.5,0.0,0.0,0.7,0.0,0.0,0.0,Sc,4.0,120.0,16,19,-6.5,0
100,대관령,2006-01-02 4:00,-5.7,0.0,7.0,250,81.0,3.0,-9.3,917.3,1020.5,0.0,0.0,0.0,0.0,0.0,0.0,Sc,4.0,120.0,,19,-6.5,0
100,대관령,2006-01-02 5:00,-5.9,0.0,8.3,250,79.0,3.0,-9.3,917.3,1020.5,0.0,0.0,0.0,0.0,0.0,0.0,Sc,4.0,120.0,,19,-6.5,0
100,대관령,2006-01-02 6:00,-6.2,0.0,6.2,250,79.0,2.9,-10.1,916.3,1019.4,0.0,0.0,0.7,0.0,0.0,0.0,Sc,4.0,120.0,,19,-6.5,0
100,대관령,2006-01-02 7:00,-6.6,0.0,5.5,250,83.0,2.9,-10.1,916.3,1019.4,0.0,0.0,0.0,0.0,0.0,0.0,Sc,4.0,120.0,,19,-6.5,0
100,대관령,2006-01-02 8:00,-6.5,0.0,5.6,270,84.0,2.9,-10.1,916.3,1019.4,0.0,0.02,0.0,0.0,0.0,0.0,Sc,4.0,120.0,,,-6.5,0
100,대관령,2006-01-02 9:00,-4.6,0.0,6.0,270,71.0,2.9,-9.7,916.7,1019.1,0.9,0.38,0.7,0.0,0.0,0.0,Sc,4.0,1500.0,16,,-6.5,0
100,대관령,2006-01-02 10:00,-2.9,0.0,6.7,250,58.0,2.9,-9.7,916.7,1019.1,1.0,1.08,0.7,0.0,0.0,0.0,Sc,4.0,1500.0,,,-6.5,0
100,대관령,2006-01-02 11:00,-2.1,0.0,7.9,250,50.0,2.9,-9.7,916.7,1019.1,1.0,1.56,0.6,0.0,0.0,0.0,Sc,4.0,1500.0,,,-6.5,0
100,대관령,2006-01-02 12:00,-0.9,0.0,7.8,250,45.0,2.6,-11.5,915.4,1016.2,1.0,1.84,0.6,0.0,0.0,0.0,Sc,4.0,1800.0,,,-6.5,0
100,대관령,2006-01-02 13:00,-0.3,0.0,8.8,250,34.0,2.6,-11.5,915.4,1016.2,1.0,1.92,0.6,0.0,0.0,0.0,Sc,4.0,1800.0,,,-6.5,0
100,대관령,2006-01-02 14:00,-0.7,0.0,8.9,250,34.0,2.6,-11.5,915.4,1016.2,1.0,1.77,0.5,0.0,0.0,0.0,Sc,4.0,1800.0,,,-6.5,0
100,대관령,2006-01-02 15:00,-1.3,0.0,9.5,250,46.0,2.5,-11.7,913.4,1014.1,1.0,1.44,0.4,0.0,0.0,0.0,Sc,4.0,1200.0,16,,-0.1,0
100,대관령,2006-01-02 16:00,-2.1,0.0,8.8,250,49.0,2.5,-11.7,913.4,1014.1,1.0,0.83,0.4,0.0,0.0,0.0,Sc,4.0,1200.0,,,-0.1,0
100,대관령,2006-01-02 17:00,-3.5,0.0,9.7,250,49.0,2.5,-11.7,913.4,1014.1,0.6,0.3,0.4,0.0,0.0,0.0,Sc,4.0,1200.0,,,-0.1,0
100,대관령,2006-01-02 18:00,-4.5,0.0,9.8,250,59.0,2.5,-11.9,913.6,1015.7,0.0,0.01,0.4,0.0,1.0,1.0,Sc,5.0,1200.0,,,-0.1,0
100,대관령,2006-01-02 19:00,-4.9,0.0,8.3,250,67.0,2.5,-11.9,913.6,1015.7,0.0,0.0,0.0,0.0,1.0,1.0,Sc,5.0,1200.0,,,-0.1,0
100,대관령,2006-01-02 20:00,-5.2,0.0,5.4,270,70.0,2.5,-11.9,913.6,1015.7,0.0,0.0,0.0,0.0,1.0,1.0,Sc,5.0,1200.0,,,-0.1,0
100,대관령,2006-01-02 21:00,-5.7,0.0,5.0,250,70.0,2.6,-11.0,914.9,1017.6,0.0,0.0,0.4,0.0,2.0,2.0,Sc,5.0,1500.0,16,,-6.7,0
100,대관령,2006-01-02 22:00,-6.3,0.0,5.0,270,67.0,2.6,-11.0,914.9,1017.6,0.0,0.0,0.0,0.0,2.0,2.0,Sc,5.0,1500.0,,,-6.7,0
100,대관령,2006-01-02 23:00,-7.0,0.0,8.4,250,64.0,2.6,-11.0,914.9,1017.6,0.0,0.0,0.0,0.0,2.0,2.0,Sc,5.0,1500.0,,,-6.7,0
100,대관령,2006-01-03 0:00,-7.7,0.0,6.4,250,66.0,2.1,-14.0,914.6,1018.2,0.0,0.0,0.4,0.0,2.0,2.0,Sc,5.0,1500.0,,,-6.7,0
100,대관령,2006-01-03 1:00,-8.4,0.0,7.4,250,66.0,2.1,-14.0,914.6,1018.2,0.0,0.0,0.0,0.0,2.0,2.0,Sc,5.0,1500.0,,,-6.7,0
100,대관령,2006-01-03 2:00,-9.2,0.0,7.1,250,61.0,2.1,-14.0,914.6,1018.2,0.0,0.0,0.0,0.0,2.0,2.0,Sc,5.0,1500.0,,,-6.7,0
100,대관령,2006-01-03 3:00,-9.6,0.0,7.7,250,61.0,1.6,-17.0,915.9,1020.3,0.0,0.0,0.4,0.0,2.0,2.0,Sc,5.0,1500.0,16,,-9.9,0
100,대관령,2006-01-03 4:00,-10.2,0.0,6.6,250,63.0,1.6,-17.0,915.9,1020.3,0.0,0.0,0.4,0.0,2.0,2.0,Sc,5.0,1500.0,,,-9.9,0
100,대관령,2006-01-03 5:00,-10.6,0.0,8.6,250,62.0,1.6,-17.0,915.9,1020.3,0.0,0.0,0.0,0.0,2.0,2.0,Sc,5.0,1500.0,,,-9.9,0
100,대관령,2006-01-03 6:00,-10.9,0.0,8.6,250,62.0,1.5,-18.2,916.0,1021.1,0.0,0.0,0.4,0.0,2.0,2.0,Sc,5.0,1200.0,,,-9.9,0
100,대관령,2006-01-03 7:00,-11.1,0.0,8.8,250,59.0,1.5,-18.2,916.0,1021.1,0.0,0.0,0.0,0.0,2.0,2.0,Sc,5.0,1200.0,,,-9.9,0
100,대관령,2006-01-03 8:00,-11.0,0.0,8.5,250,50.0,1.5,-18.2,916.0,1021.1,0.0,0.02,0.0,0.0,2.0,2.0,Sc,5.0,1200.0,,,-9.9,0
100,대관령,2006-01-03 9:00,-9.2,0.0,6.6,250,43.0,1.2,-20.7,917.9,1022.4,0.9,0.38,0.4,0.0,0.0,0.0,Sc,5.0,1800.0,16,,-10.6,0
100,대관령,2006-01-03 10:00,-7.0,0.0,7.3,250,32.0,1.2,-20.7,917.9,1022.4,1.0,0.98,0.4,0.0,0.0,0.0,Sc,5.0,1800.0,,,-10.6,0
100,대관령,2006-01-03 11:00,-5.3,0.0,6.7,250,27.0,1.2,-20.7,917.9,1022.4,1.0,1.5,0.3,0.0,0.0,0.0,Sc,5.0,1800.0,,,-10.6,0
100,대관령,2006-01-03 12:00,-4.0,0.0,6.6,250,22.0,1.0,-23.3,917.1,1019.4,1.0,1.8,0.3,0.0,0.0,0.0,Sc,5.0,2000.0,,,-10.6,0
100,대관령,2006-01-03 13:00,-3.1,0.0,6.7,250,22.0,1.0,-23.3,917.1,1019.4,1.0,1.89,0.2,0.0,0.0,0.0,Sc,5.0,2000.0,,,-10.6,0
100,대관령,2006-01-03 14:00,-2.8,0.0,7.0,250,20.0,1.0,-23.3,917.1,1019.4,1.0,1.76,0.1,0.0,0.0,0.0,Sc,5.0,2000.0,,,-10.6,0
100,대관령,2006-01-03 15:00,-3.3,0.0,7.4,250,20.0,0.9,-23.7,916.5,1018.4,1.0,1.44,0.0,0.0,0.0,0.0,Sc,5.0,2000.0,15,,0.8,0
100,대관령,2006-01-03 16:00,-3.5,0.0,5.7,250,19.0,0.9,-23.7,916.5,1018.4,1.0,0.9,0.0,0.0,0.0,0.0,Sc,5.0,2000.0,,,0.8,0
100,대관령,2006-01-03 17:00,-5.1,0.0,6.6,250,23.0,0.9,-23.7,916.5,1018.4,1.0,0.36,0.0,0.0,0.0,0.0,Sc,5.0,2000.0,,,0.8,0
100,대관령,2006-01-03 18:00,-6.4,0.0,7.0,250,25.0,0.9,-24.2,917.9,1021.3,0.0,0.02,0.0,0.0,0.0,0.0,Sc,5.0,1800.0,,,0.8,0
100,대관령,2006-01-03 19:00,-7.2,0.0,5.1,270,28.0,0.9,-24.2,917.9,1021.3,0.0,0.0,0.0,0.0,0.0,0.0,Sc,5.0,1800.0,,,0.8,0
100,대관령,2006-01-03 20:00,-7.8,0.0,5.0,270,32.0,0.9,-24.2,917.9,1021.3,0.0,0.0,0.0,0.0,0.0,0.0,Sc,5.0,1800.0,,,0.8,0
100,대관령,2006-01-03 21:00,-8.5,0.0,5.4,270,37.0,1.1,-21.8,917.9,1022.1,0.0,0.0,0.0,0.0,0.0,0.0,Sc,5.0,1800.0,15,,-9.1,0
100,대관령,2006-01-03 22:00,-9.2,0.0,5.2,270,40.0,1.1,-21.8,917.9,1022.1,0.0,0.0,0.0,0.0,0.0,0.0,Sc,5.0,1800.0,,,-9.1,0
100,대관령,2006-01-03 23:00,-9.5,0.0,4.2,270,43.0,1.1,-21.8,917.9,1022.1,0.0,0.0,0.0,0.0,0.0,0.0,Sc,5.0,1800.0,,,-9.1,0
100,대관령,2006-01-04 0:00,-9.6,0.0,5.0,270,45.0,1.2,-20.6,918.9,1023.7,0.0,0.0,0.0,0.0,7.0,0.0,Ci,5.0,1800.0,,,-9.1,0
100,대관령,2006-01-04 1:00,-9.8,0.0,4.5,270,48.0,1.2,-20.6,918.9,1023.7,0.0,0.0,0.0,0.0,7.0,0.0,Ci,5.0,1800.0,,,-9.1,0
100,대관령,2006-01-04 2:00,-9.9,0.0,4.2,270,49.0,1.2,-20.6,918.9,1023.7,0.0,0.0,0.0,0.0,7.0,0.0,Ci,5.0,1800.0,,,-9.1,0
100,대관령,2006-01-04 3:00,-10.0,0.0,4.0,270,52.0,1.4,-19.3,919.1,1024.2,0.0,0.0,0.0,0.0,7.0,0.0,Ci,5.0,1500.0,15,,-8.9,0
100,대관령,2006-01-04 4:00,-10.1,0.0,4.2,270,54.0,1.4,-19.3,919.1,1024.2,0.0,0.0,0.0,0.0,7.0,0.0,Ci,5.0,1500.0,,,-8.9,0
100,대관령,2006-01-04 5:00,-10.4,0.0,3.5,270,53.0,1.4,-19.3,919.1,1024.2,0.0,0.0,0.0,0.0,7.0,0.0,Ci,5.0,1500.0,,,-8.9,0
100,대관령,2006-01-04 6:00,-11.0,0.0,4.1,270,55.0,1.3,-19.7,919.0,1024.5,0.0,0.0,0.0,0.0,7.0,0.0,Ci,5.0,1500.0,,,-8.9,0
100,대관령,2006-01-04 7:00,-11.1,0.0,4.6,270,52.0,1.3,-19.7,919.0,1024.5,0.0,0.0,0.0,0.0,7.0,0.0,Ci,5.0,1500.0,,,-8.9,0
100,대관령,2006-01-04 8:00,-11.5,0.0,4.8,270,54.0,1.3,-19.7,919.0,1024.5,0.0,0.01,0.0,0.0,7.0,0.0,Ci,5.0,1500.0,,,-8.9,0
100,대관령,2006-01-04 9:00,-11.3,0.0,4.8,270,54.0,1.2,-20.2,919.1,1024.7,0.0,0.17,0.0,0.0,10.0,6.0,ScAs,5.0,1500.0,15,,-9.4,0
100,대관령,2006-01-04 10:00,-10.1,0.0,4.6,250,47.0,1.2,-20.2,919.1,1024.7,0.1,0.49,0.0,0.0,10.0,6.0,ScAs,5.0,1500.0,,,-9.4,0
100,대관령,2006-01-04 11:00,-8.7,0.0,4.9,270,37.0,1.2,-20.2,919.1,1024.7,0.1,0.83,0.0,0.0,10.0,6.0,ScAs,5.0,1500.0,,,-9.4,0
100,대관령,2006-01-04 12:00,-7.9,0.0,6.0,250,31.0,1.0,-23.2,918.4,1022.4,0.2,1.07,0.0,0.0,9.0,4.0,ScAc,5.0,1200.0,,,-9.4,0
100,대관령,2006-01-04 13:00,-7.2,0.0,5.3,270,29.0,1.0,-23.2,918.4,1022.4,0.3,1.17,0.0,0.0,9.0,4.0,ScAc,5.0,1200.0,,,-9.4,0
100,대관령,2006-01-04 14:00,-7.4,0.0,5.0,250,30.0,1.0,-23.2,918.4,1022.4,0.7,1.21,0.0,0.0,9.0,4.0,ScAc,5.0,1200.0,,,-9.4,0
100,대관령,2006-01-04 15:00,-8.4,0.0,5.1,250,34.0,1.0,-22.7,917.8,1022.0,0.0,0.75,0.0,0.0,10.0,4.0,ScAs,5.0,1200.0,15,,-3.5,0
100,대관령,2006-01-04 16:00,-9.2,0.0,4.5,250,40.0,1.0,-22.7,917.8,1022.0,0.0,0.44,0.0,0.0,10.0,4.0,ScAs,5.0,1200.0,,,-3.5,0
100,대관령,2006-01-04 17:00,-10.0,0.0,3.4,250,42.0,1.0,-22.7,917.8,1022.0,0.0,0.18,0.0,0.0,10.0,4.0,ScAs,5.0,1200.0,,,-3.5,0
100,대관령,2006-01-04 18:00,-10.6,0.0,2.5,270,41.0,1.0,-22.7,918.6,1023.8,0.0,0.0,0.0,0.0,10.0,5.0,ScAs,5.0,1200.0,,,-3.5,0
100,대관령,2006-01-04 19:00,-11.1,0.0,3.1,270,39.0,1.0,-22.7,918.6,1023.8,0.0,0.0,0.0,0.0,10.0,5.0,ScAs,5.0,1200.0,,,-3.5,0
100,대관령,2006-01-04 20:00,-11.7,0.0,3.0,270,40.0,1.0,-22.7,918.6,1023.8,0.0,0.0,0.0,0.0,10.0,5.0,ScAs,5.0,1200.0,,,-3.5,0
100,대관령,2006-01-04 21:00,-11.8,0.0,2.2,270,38.0,0.8,-24.8,919.3,1025.1,0.0,0.0,0.0,0.0,10.0,5.0,ScAs,4.0,1200.0,15,,-9.9,0
100,대관령,2006-01-04 22:00,-12.2,0.0,0.9,290,41.0,0.8,-24.8,919.3,1025.1,0.0,0.0,0.0,0.0,10.0,5.0,ScAs,4.0,1200.0,,,-9.9,0
100,대관령,2006-01-04 23:00,-12.2,0.0,1.5,290,41.0,0.8,-24.8,919.3,1025.1,0.0,0.0,0.0,0.0,10.0,5.0,ScAs,4.0,1200.0,,,-9.9,0
100,대관령,2006-01-05 0:00,-12.3,0.0,0.8,270,48.0,1.0,-22.7,920.4,1026.6,0.0,0.0,0.0,0.0,10.0,5.0,ScAs,4.0,1200.0,,,-9.9,0
100,대관령,2006-01-05 1:00,-12.3,0.0,0.6,270,49.0,1.0,-22.7,920.4,1026.6,0.0,0.0,0.0,0.0,10.0,5.0,ScAs,4.0,1200.0,,,-9.9,0
100,대관령,2006-01-05 2:00,-13.3,0.0,0.7,270,53.0,1.0,-22.7,920.4,1026.6,0.0,0.0,0.0,0.0,10.0,5.0,ScAs,4.0,1200.0,,,-9.9,0
100,대관령,2006-01-05 3:00,-13.0,0.0,0.4,0,53.0,1.1,-22.3,920.9,1027.3,0.0,0.0,0.0,0.0,10.0,6.0,ScAs,4.0,1200.0,15,,-10.1,0
100,대관령,2006-01-05 4:00,-12.8,0.0,0.1,0,54.0,1.1,-22.3,920.9,1027.3,0.0,0.0,0.0,0.0,10.0,6.0,ScAs,4.0,1200.0,,,-10.1,0
100,대관령,2006-01-05 5:00,-13.9,0.0,0.1,0,66.0,1.1,-22.3,920.9,1027.3,0.0,0.0,0.0,0.0,10.0,6.0,ScAs,4.0,1200.0,,5,-10.1,0
100,대관령,2006-01-05 6:00,-15.4,0.0,0.1,0,75.0,1.2,-20.8,920.3,1027.8,0.0,0.0,0.0,0.0,6.0,6.0,Sc,3.0,1000.0,,5,-10.1,0
100,대관령,2006-01-05 7:00,-16.3,0.0,1.4,270,78.0,1.2,-20.8,920.3,1027.8,0.0,0.0,0.0,0.0,6.0,6.0,Sc,3.0,1000.0,,5,-10.1,0
100,대관령,2006-01-05 8:00,-14.7,0.0,1.2,250,77.0,1.2,-20.8,920.3,1027.8,0.0,0.02,0.0,0.0,6.0,6.0,Sc,3.0,1000.0,,5,-10.1,0
100,대관령,2006-01-05 9:00,-13.1,0.0,1.9,270,69.0,1.4,-19.3,921.5,1028.2,0.7,0.38,0.0,0.0,2.0,2.0,Sc,4.0,1800.0,15,5,-11.9,0
100,대관령,2006-01-05 10:00,-9.0,0.0,2.4,250,58.0,1.4,-19.3,921.5,1028.2,1.0,1.0,0.0,0.0,2.0,2.0,Sc,4.0,1800.0,,5,-11.9,0
100,대관령,2006-01-05 11:00,-6.6,0.0,1.5,200,56.0,1.4,-19.3,921.5,1028.2,0.9,1.37,0.0,0.0,2.0,2.0,Sc,4.0,1800.0,,5,-11.9,0
100,대관령,2006-01-05 12:00,-7.6,0.0,0.8,90,62.0,2.0,-14.6,921.1,1025.4,0.3,0.66,0.0,0.0,2.0,2.0,Sc,4.0,1800.0,,5,-11.9,0
100,대관령,2006-01-05 13:00,-4.2,0.0,3.5,270,31.0,2.0,-14.6,921.1,1025.4,1.0,1.86,0.0,0.0,2.0,2.0,Sc,4.0,1800.0,,,-11.9,0
100,대관령,2006-01-05 14:00,-3.5,0.0,2.9,250,31.0,2.0,-14.6,921.1,1025.4,1.0,1.87,0.0,0.0,2.0,2.0,Sc,4.0,1800.0,,,-11.9,0
100,대관령,2006-01-05 15:00,-4.3,0.0,3.8,250,29.0,1.2,-20.4,919.6,1022.3,1.0,1.58,0.0,0.0,2.0,2.0,Sc,4.0,2000.0,15,,2.9,0
100,대관령,2006-01-05 16:00,-5.7,0.0,5.1,250,31.0,1.2,-20.4,919.6,1022.3,1.0,0.99,0.0,0.0,2.0,2.0,Sc,4.0,2000.0,,,2.9,0
100,대관령,2006-01-05 17:00,-7.6,0.0,5.8,250,39.0,1.2,-20.4,919.6,1022.3,1.0,0.39,0.0,0.0,2.0,2.0,Sc,4.0,2000.0,,,2.9,0
100,대관령,2006-01-05 18:00,-9.2,0.0,5.9,270,45.0,1.3,-20.2,919.8,1024.5,0.1,0.01,0.0,0.0,0.0,0.0,Sc,4.0,2000.0,,,2.9,0
100,대관령,2006-01-05 19:00,-10.3,0.0,5.4,270,54.0,1.3,-20.2,919.8,1024.5,0.0,0.0,0.0,0.0,0.0,0.0,Sc,4.0,2000.0,,,2.9,0
100,대관령,2006-01-05 20:00,-11.1,0.0,6.1,270,58.0,1.3,-20.2,919.8,1024.5,0.0,0.0,0.0,0.0,0.0,0.0,Sc,4.0,2000.0,,,2.9,0
100,대관령,2006-01-05 21:00,-11.8,0.0,5.6,270,59.0,1.3,-19.7,920.6,1026.5,0.0,0.0,0.0,0.0,0.0,0.0,Sc,4.0,1800.0,15,,-11.1,0
100,대관령,2006-01-05 22:00,-12.4,0.0,5.2,270,61.0,1.3,-19.7,920.6,1026.5,0.0,0.0,0.0,0.0,0.0,0.0,Sc,4.0,1800.0,,,-11.1,0
100,대관령,2006-01-05 23:00,-12.9,0.0,5.6,270,62.0,1.3,-19.7,920.6,1026.5,0.0,0.0,0.0,0.0,0.0,0.0,Sc,4.0,1800.0,,,-11.1,0
100,대관령,2006-01-06 0:00,-13.7,0.0,5.2,270,64.0,1.2,-20.8,919.6,1026.3,0.0,0.0,0.0,0.0,0.0,0.0,Sc,4.0,1800.0,,,-11.1,0
100,대관령,2006-01-06 1:00,-14.1,0.0,6.5,270,63.0,1.2,-20.8,919.6,1026.3,0.0,0.0,0.0,0.0,0.0,0.0,Sc,4.0,1800.0,,,-11.1,0
100,대관령,2006-01-06 2:00,-14.3,0.0,6.8,270,63.0,1.2,-20.8,919.6,1026.3,0.0,0.0,0.0,0.0,0.0,0.0,Sc,4.0,1800.0,,,-11.1,0
100,대관령,2006-01-06 3:00,-14.7,0.0,7.1,270,63.0,1.1,-22.1,919.0,1026.0,0.0,0.0,0.0,0.0,0.0,0.0,Sc,4.0,1800.0,15,,-13.3,0
100,대관령,2006-01-06 4:00,-14.9,0.0,8.6,270,61.0,1.1,-22.1,919.0,1026.0,0.0,0.0,0.0,0.0,0.0,0.0,Sc,4.0,1800.0,,,-13.3,0
100,대관령,2006-01-06 5:00,-15.1,0.0,7.7,270,56.0,1.1,-22.1,919.0,1026.0,0.0,0.0,0.0,0.0,0.0,0.0,Sc,4.0,1800.0,,,-13.3,0
100,대관령,2006-01-06 6:00,-15.8,0.0,7.1,270,63.0,1.0,-23.2,916.7,1024.0,0.0,0.0,0.0,0.0,0.0,0.0,Sc,4.0,1800.0,,,-13.3,0
100,대관령,2006-01-06 7:00,-15.9,0.0,6.5,270,63.0,1.0,-23.2,916.7,1024.0,0.0,0.0,0.0,0.0,0.0,0.0,Sc,4.0,1800.0,,,-13.3,0
100,대관령,2006-01-06 8:00,-15.8,0.0,6.9,270,62.0,1.0,-23.2,916.7,1024.0,0.0,0.01,0.0,0.0,0.0,0.0,Sc,4.0,1800.0,,,-13.3,0
100,대관령,2006-01-06 9:00,-15.2,0.0,6.8,270,59.0,1.0,-23.4,916.4,1023.4,0.2,0.25,0.0,0.0,8.0,5.0,ScAc,4.0,1800.0,15,,-13.0,0
100,대관령,2006-01-06 10:00,-12.8,0.0,7.1,270,45.0,1.0,-23.4,916.4,1023.4,0.7,0.7,0.0,0.0,8.0,5.0,ScAc,4.0,1800.0,,,-13.0,0
100,대관령,2006-01-06 11:00,-11.7,0.0,7.7,290,39.0,1.0,-23.4,916.4,1023.4,0.8,1.16,0.0,0.0,8.0,5.0,ScAc,4.0,1800.0,,,-13.0,0
100,대관령,2006-01-06 12:00,-9.3,0.0,6.5,250,33.0,0.9,-23.9,915.0,1019.2,0.9,1.52,0.0,0.0,2.0,0.0,Ci,4.0,2000.0,,,-13.0,0
100,대관령,2006-01-06 13:00,-8.9,0.0,6.7,250,32.0,0.9,-23.9,915.0,1019.2,1.0,1.94,0.0,0.0,2.0,0.0,Ci,4.0,2000.0,,,-13.0,0
100,대관령,2006-01-06 14:00,-8.2,0.0,7.4,250,30.0,0.9,-23.9,915.0,1019.2,1.0,1.85,0.0,0.0,2.0,0.0,Ci,4.0,2000.0,,,-13.0,0
